"Date","Price","Open","High","Low","Change %"
"Jul 22, 2019","1.3127","1.3055","1.3131","1.3040","0.56%"
"Jul 21, 2019","1.3055","1.3066","1.3066","1.3053","-0.05%"
"Jul 19, 2019","1.3062","1.3028","1.3111","1.3014","0.27%"
"Jul 18, 2019","1.3027","1.3052","1.3097","1.3023","-0.17%"
"Jul 17, 2019","1.3049","1.3088","1.3095","1.3033","-0.30%"
"Jul 16, 2019","1.3088","1.3049","1.3093","1.3021","0.30%"
"Jul 15, 2019","1.3049","1.3034","1.3055","1.3019","0.11%"
"Jul 14, 2019","1.3035","1.3032","1.3039","1.3025","0.03%"
"Jul 12, 2019","1.3031","1.3072","1.3080","1.3016","-0.33%"
"Jul 11, 2019","1.3074","1.3083","1.3093","1.3040","-0.06%"
"Jul 10, 2019","1.3082","1.3129","1.3145","1.3060","-0.34%"
"Jul 09, 2019","1.3127","1.3097","1.3143","1.3086","0.25%"
"Jul 08, 2019","1.3094","1.3071","1.3105","1.3047","0.13%"
"Jul 07, 2019","1.3077","1.3074","1.3079","1.3070","0.00%"
"Jul 05, 2019","1.3077","1.3053","1.3138","1.3043","0.19%"
"Jul 04, 2019","1.3052","1.3059","1.3081","1.3035","-0.02%"
"Jul 03, 2019","1.3055","1.3109","1.3121","1.3055","-0.39%"
"Jul 02, 2019","1.3106","1.3134","1.3139","1.3094","-0.22%"
"Jul 01, 2019","1.3135","1.3093","1.3146","1.3062","0.33%"
"Jun 30, 2019","1.3091","1.3088","1.3096","1.3063","-0.00%"
"Jun 28, 2019","1.3092","1.3095","1.3105","1.3057","-0.02%"
"Jun 27, 2019","1.3095","1.3126","1.3138","1.3088","-0.24%"
"Jun 26, 2019","1.3127","1.3167","1.3195","1.3105","-0.32%"
"Jun 25, 2019","1.3169","1.3181","1.3210","1.3150","-0.08%"
"Jun 24, 2019","1.3179","1.3220","1.3223","1.3176","-0.16%"
"Jun 23, 2019","1.3201","1.3223","1.3223","1.3200","-0.17%"
"Jun 21, 2019","1.3223","1.3189","1.3231","1.3160","0.24%"
"Jun 20, 2019","1.3191","1.3281","1.3288","1.3149","-0.67%"
"Jun 19, 2019","1.3280","1.3377","1.3385","1.3276","-0.73%"
"Jun 18, 2019","1.3377","1.3413","1.3434","1.3373","-0.27%"
"Jun 17, 2019","1.3413","1.3407","1.3421","1.3391","0.03%"
"Jun 16, 2019","1.3410","1.3407","1.3413","1.3405","-0.03%"
"Jun 14, 2019","1.3413","1.3326","1.3424","1.3321","0.65%"
"Jun 13, 2019","1.3326","1.3343","1.3345","1.3298","-0.13%"
"Jun 12, 2019","1.3343","1.3284","1.3346","1.3271","0.47%"
"Jun 11, 2019","1.3281","1.3269","1.3310","1.3248","0.11%"
"Jun 10, 2019","1.3267","1.3248","1.3282","1.3226","-0.02%"
"Jun 09, 2019","1.3269","1.3254","1.3271","1.3225","0.01%"
"Jun 07, 2019","1.3268","1.3359","1.3370","1.3260","-0.71%"
"Jun 06, 2019","1.3363","1.3413","1.3432","1.3357","-0.39%"
"Jun 05, 2019","1.3415","1.3395","1.3431","1.3362","0.17%"
"Jun 04, 2019","1.3392","1.3439","1.3454","1.3379","-0.33%"
"Jun 03, 2019","1.3436","1.3523","1.3531","1.3434","-0.64%"
"Jun 02, 2019","1.3522","1.3513","1.3528","1.3513","0.06%"
"May 31, 2019","1.3514","1.3501","1.3566","1.3490","0.10%"
"May 30, 2019","1.3500","1.3520","1.3522","1.3483","-0.16%"
"May 29, 2019","1.3521","1.3494","1.3548","1.3479","0.21%"
"May 28, 2019","1.3492","1.3443","1.3500","1.3431","0.36%"
"May 27, 2019","1.3443","1.3433","1.3454","1.3428","0.04%"
"May 26, 2019","1.3438","1.3433","1.3442","1.3432","0.00%"
"May 24, 2019","1.3438","1.3474","1.3484","1.3428","-0.27%"
"May 23, 2019","1.3474","1.3436","1.3502","1.3429","0.32%"
"May 22, 2019","1.3431","1.3409","1.3440","1.3355","0.17%"
"May 21, 2019","1.3408","1.3429","1.3437","1.3395","-0.15%"
"May 20, 2019","1.3428","1.3461","1.3465","1.3414","-0.14%"
"May 19, 2019","1.3447","1.3462","1.3465","1.3441","-0.08%"
"May 17, 2019","1.3457","1.3458","1.3515","1.3432","-0.01%"
"May 16, 2019","1.3459","1.3438","1.3472","1.3398","0.16%"
"May 15, 2019","1.3438","1.3460","1.3494","1.3423","-0.17%"
"May 14, 2019","1.3461","1.3477","1.3489","1.3453","-0.12%"
"May 13, 2019","1.3477","1.3422","1.3486","1.3415","0.26%"
"May 12, 2019","1.3442","1.3420","1.3442","1.3415","0.22%"
"May 10, 2019","1.3413","1.3477","1.3483","1.3377","-0.48%"
"May 09, 2019","1.3478","1.3479","1.3504","1.3456","-0.01%"
"May 08, 2019","1.3479","1.3473","1.3488","1.3442","0.04%"
"May 07, 2019","1.3474","1.3448","1.3490","1.3408","0.19%"
"May 06, 2019","1.3448","1.3435","1.3495","1.3430","-0.18%"
"May 05, 2019","1.3472","1.3431","1.3476","1.3428","0.39%"
"May 03, 2019","1.3420","1.3475","1.3490","1.3402","-0.41%"
"May 02, 2019","1.3475","1.3443","1.3478","1.3429","0.24%"
"May 01, 2019","1.3443","1.3388","1.3463","1.3375","0.40%"
"Apr 30, 2019","1.3389","1.3459","1.3483","1.3380","-0.51%"
"Apr 29, 2019","1.3458","1.3457","1.3481","1.3438","-0.03%"
"Apr 28, 2019","1.3463","1.3456","1.3464","1.3455","0.06%"
"Apr 26, 2019","1.3455","1.3487","1.3499","1.3449","-0.22%"
"Apr 25, 2019","1.3485","1.3494","1.3517","1.3478","-0.04%"
"Apr 24, 2019","1.3491","1.3424","1.3523","1.3416","0.50%"
"Apr 23, 2019","1.3424","1.3348","1.3445","1.3341","0.60%"
"Apr 22, 2019","1.3344","1.3387","1.3396","1.3333","-0.28%"
"Apr 21, 2019","1.3382","1.3389","1.3395","1.3378","-0.07%"
"Apr 19, 2019","1.3392","1.3374","1.3396","1.3364","0.12%"
"Apr 18, 2019","1.3376","1.3341","1.3401","1.3334","0.26%"
"Apr 17, 2019","1.3341","1.3348","1.3374","1.3273","-0.07%"
"Apr 16, 2019","1.3351","1.3366","1.3404","1.3344","-0.10%"
"Apr 15, 2019","1.3364","1.3339","1.3391","1.3295","0.18%"
"Apr 14, 2019","1.3340","1.3321","1.3346","1.3321","0.13%"
"Apr 12, 2019","1.3322","1.3388","1.3391","1.3310","-0.48%"
"Apr 11, 2019","1.3386","1.3318","1.3399","1.3311","0.48%"
"Apr 10, 2019","1.3322","1.3331","1.3364","1.3304","-0.06%"
"Apr 09, 2019","1.3330","1.3312","1.3335","1.3279","0.11%"
"Apr 08, 2019","1.3315","1.3391","1.3393","1.3303","-0.43%"
"Apr 07, 2019","1.3373","1.3391","1.3393","1.3371","-0.08%"
"Apr 05, 2019","1.3384","1.3356","1.3404","1.3346","0.18%"
"Apr 04, 2019","1.3360","1.3349","1.3374","1.3335","0.11%"
"Apr 03, 2019","1.3345","1.3337","1.3355","1.3294","0.06%"
"Apr 02, 2019","1.3337","1.3303","1.3375","1.3301","0.22%"
"Apr 01, 2019","1.3308","1.3354","1.3372","1.3297","-0.31%"
"Mar 31, 2019","1.3349","1.3348","1.3362","1.3341","0.03%"
"Mar 29, 2019","1.3346","1.3436","1.3446","1.3339","-0.68%"
"Mar 28, 2019","1.3438","1.3408","1.3452","1.3393","0.20%"
"Mar 27, 2019","1.3411","1.3380","1.3441","1.3374","0.21%"
"Mar 26, 2019","1.3383","1.3404","1.3422","1.3371","-0.15%"
"Mar 25, 2019","1.3403","1.3432","1.3446","1.3397","-0.17%"
"Mar 24, 2019","1.3426","1.3411","1.3440","1.3411","-0.02%"
"Mar 22, 2019","1.3429","1.3364","1.3435","1.3351","0.52%"
"Mar 21, 2019","1.3360","1.3305","1.3403","1.3272","0.41%"
"Mar 20, 2019","1.3305","1.3316","1.3350","1.3254","-0.12%"
"Mar 19, 2019","1.3321","1.3333","1.3348","1.3248","-0.10%"
"Mar 18, 2019","1.3335","1.3348","1.3369","1.3299","-0.10%"
"Mar 17, 2019","1.3348","1.3337","1.3352","1.3331","0.09%"
"Mar 15, 2019","1.3336","1.3335","1.3374","1.3287","0.01%"
"Mar 14, 2019","1.3335","1.3300","1.3351","1.3285","0.21%"
"Mar 13, 2019","1.3307","1.3353","1.3374","1.3289","-0.35%"
"Mar 12, 2019","1.3354","1.3391","1.3419","1.3350","-0.28%"
"Mar 11, 2019","1.3391","1.3418","1.3442","1.3390","-0.24%"
"Mar 10, 2019","1.3423","1.3408","1.3434","1.3408","0.06%"
"Mar 08, 2019","1.3415","1.3452","1.3469","1.3389","-0.30%"
"Mar 07, 2019","1.3455","1.3442","1.3471","1.3411","0.10%"
"Mar 06, 2019","1.3442","1.3347","1.3458","1.3347","0.71%"
"Mar 05, 2019","1.3347","1.3303","1.3364","1.3299","0.32%"
"Mar 04, 2019","1.3304","1.3294","1.3341","1.3275","0.12%"
"Mar 03, 2019","1.3288","1.3284","1.3306","1.3275","-0.06%"
"Mar 01, 2019","1.3296","1.3171","1.3310","1.3127","0.97%"
"Feb 28, 2019","1.3168","1.3156","1.3209","1.3138","0.09%"
"Feb 27, 2019","1.3156","1.3168","1.3179","1.3116","-0.10%"
"Feb 26, 2019","1.3169","1.3193","1.3238","1.3153","-0.17%"
"Feb 25, 2019","1.3191","1.3146","1.3199","1.3113","0.41%"
"Feb 22, 2019","1.3137","1.3230","1.3244","1.3130","-0.72%"
"Feb 21, 2019","1.3232","1.3177","1.3238","1.3160","0.43%"
"Feb 20, 2019","1.3176","1.3210","1.3221","1.3148","-0.24%"
"Feb 19, 2019","1.3208","1.3243","1.3284","1.3203","-0.24%"
"Feb 18, 2019","1.3240","1.3240","1.3249","1.3223","-0.04%"
"Feb 17, 2019","1.3246","1.3241","1.3271","1.3240","0.00%"
"Feb 15, 2019","1.3245","1.3295","1.3316","1.3241","-0.38%"
"Feb 14, 2019","1.3295","1.3252","1.3343","1.3227","0.30%"
"Feb 13, 2019","1.3255","1.3238","1.3265","1.3195","0.14%"
"Feb 12, 2019","1.3237","1.3303","1.3318","1.3231","-0.50%"
"Feb 11, 2019","1.3304","1.3275","1.3319","1.3258","0.15%"
"Feb 10, 2019","1.3283","1.3271","1.3296","1.3265","0.04%"
"Feb 08, 2019","1.3278","1.3305","1.3330","1.3230","-0.23%"
"Feb 07, 2019","1.3308","1.3213","1.3321","1.3203","0.71%"
"Feb 06, 2019","1.3214","1.3123","1.3219","1.3122","0.67%"
"Feb 05, 2019","1.3126","1.3110","1.3155","1.3100","0.11%"
"Feb 04, 2019","1.3111","1.3095","1.3147","1.3083","0.06%"
"Feb 03, 2019","1.3103","1.3092","1.3127","1.3089","0.03%"
"Feb 01, 2019","1.3100","1.3123","1.3160","1.3066","-0.18%"
"Jan 31, 2019","1.3124","1.3150","1.3167","1.3118","-0.19%"
"Jan 30, 2019","1.3149","1.3270","1.3285","1.3116","-0.89%"
"Jan 29, 2019","1.3267","1.3265","1.3288","1.3240","0.02%"
"Jan 28, 2019","1.3264","1.3218","1.3288","1.3201","0.34%"
"Jan 25, 2019","1.3219","1.3349","1.3364","1.3212","-0.97%"
"Jan 24, 2019","1.3349","1.3341","1.3376","1.3328","0.07%"
"Jan 23, 2019","1.3340","1.3355","1.3371","1.3303","-0.10%"
"Jan 22, 2019","1.3354","1.3292","1.3359","1.3291","0.47%"
"Jan 21, 2019","1.3292","1.3248","1.3319","1.3248","0.12%"
"Jan 20, 2019","1.3276","1.3254","1.3278","1.3248","0.13%"
"Jan 18, 2019","1.3259","1.3278","1.3286","1.3230","-0.14%"
"Jan 17, 2019","1.3277","1.3254","1.3320","1.3245","0.17%"
"Jan 16, 2019","1.3255","1.3264","1.3286","1.3233","-0.08%"
"Jan 15, 2019","1.3265","1.3282","1.3296","1.3224","-0.16%"
"Jan 14, 2019","1.3286","1.3262","1.3299","1.3250","0.12%"
"Jan 13, 2019","1.3269","1.3259","1.3269","1.3258","0.03%"
"Jan 11, 2019","1.3266","1.3236","1.3280","1.3181","0.23%"
"Jan 10, 2019","1.3236","1.3209","1.3260","1.3199","0.20%"
"Jan 09, 2019","1.3209","1.3275","1.3281","1.3178","-0.49%"
"Jan 08, 2019","1.3274","1.3297","1.3323","1.3265","-0.18%"
"Jan 07, 2019","1.3298","1.3375","1.3391","1.3276","-0.53%"
"Jan 06, 2019","1.3369","1.3368","1.3390","1.3368","-0.03%"
"Jan 04, 2019","1.3374","1.3488","1.3497","1.3371","-0.85%"
"Jan 03, 2019","1.3489","1.3577","1.3657","1.3467","-0.66%"
"Jan 02, 2019","1.3578","1.3637","1.3662","1.3564","-0.45%"
"Jan 01, 2019","1.3639","1.3636","1.3646","1.3635","0.01%"
"Dec 31, 2018","1.3638","1.3630","1.3664","1.3605","0.11%"
"Dec 30, 2018","1.3623","1.3632","1.3639","1.3623","-0.12%"
"Dec 28, 2018","1.3639","1.3619","1.3662","1.3591","0.15%"
"Dec 27, 2018","1.3618","1.3573","1.3662","1.3564","0.34%"
"Dec 26, 2018","1.3572","1.3593","1.3619","1.3566","-0.13%"
"Dec 25, 2018","1.3590","1.3601","1.3621","1.3574","-0.12%"
"Dec 24, 2018","1.3606","1.3600","1.3617","1.3564","0.06%"
"Dec 23, 2018","1.3598","1.3597","1.3599","1.3592","-0.01%"
"Dec 21, 2018","1.3600","1.3511","1.3604","1.3490","0.67%"
"Dec 20, 2018","1.3509","1.3486","1.3532","1.3444","0.18%"
"Dec 19, 2018","1.3485","1.3463","1.3508","1.3413","0.15%"
"Dec 18, 2018","1.3465","1.3406","1.3498","1.3388","0.45%"
"Dec 17, 2018","1.3405","1.3381","1.3422","1.3372","0.13%"
"Dec 16, 2018","1.3388","1.3384","1.3388","1.3380","0.03%"
"Dec 14, 2018","1.3384","1.3354","1.3403","1.3345","0.24%"
"Dec 13, 2018","1.3352","1.3352","1.3385","1.3336","0.01%"
"Dec 12, 2018","1.3351","1.3392","1.3400","1.3320","-0.29%"
"Dec 11, 2018","1.3390","1.3395","1.3426","1.3376","-0.04%"
"Dec 10, 2018","1.3395","1.3322","1.3418","1.3290","0.50%"
"Dec 09, 2018","1.3329","1.3336","1.3336","1.3321","0.06%"
"Dec 07, 2018","1.3321","1.3385","1.3402","1.3251","-0.44%"
"Dec 06, 2018","1.3380","1.3353","1.3445","1.3352","0.19%"
"Dec 05, 2018","1.3354","1.3261","1.3401","1.3250","0.70%"
"Dec 04, 2018","1.3261","1.3197","1.3268","1.3162","0.48%"
"Dec 03, 2018","1.3197","1.3257","1.3270","1.3159","-0.45%"
"Dec 02, 2018","1.3256","1.3237","1.3264","1.3237","-0.30%"
"Nov 30, 2018","1.3296","1.3283","1.3335","1.3271","0.10%"
"Nov 29, 2018","1.3283","1.3276","1.3314","1.3251","0.05%"
"Nov 28, 2018","1.3276","1.3294","1.3359","1.3237","-0.14%"
"Nov 27, 2018","1.3295","1.3255","1.3330","1.3233","0.32%"
"Nov 26, 2018","1.3252","1.3232","1.3263","1.3186","0.18%"
"Nov 25, 2018","1.3228","1.3224","1.3230","1.3222","-0.07%"
"Nov 23, 2018","1.3237","1.3188","1.3261","1.3182","0.36%"
"Nov 22, 2018","1.3190","1.3231","1.3247","1.3179","-0.31%"
"Nov 21, 2018","1.3231","1.3304","1.3319","1.3224","-0.56%"
"Nov 20, 2018","1.3306","1.3172","1.3320","1.3153","1.02%"
"Nov 19, 2018","1.3171","1.3144","1.3201","1.3139","0.17%"
"Nov 18, 2018","1.3148","1.3151","1.3158","1.3142","0.02%"
"Nov 16, 2018","1.3146","1.3183","1.3189","1.3126","-0.24%"
"Nov 15, 2018","1.3178","1.3244","1.3252","1.3155","-0.46%"
"Nov 14, 2018","1.3239","1.3240","1.3265","1.3204","0.02%"
"Nov 13, 2018","1.3236","1.3246","1.3265","1.3213","-0.08%"
"Nov 12, 2018","1.3247","1.3195","1.3251","1.3180","0.40%"
"Nov 11, 2018","1.3194","1.3205","1.3209","1.3194","-0.13%"
"Nov 09, 2018","1.3211","1.3153","1.3233","1.3138","0.45%"
"Nov 08, 2018","1.3152","1.3110","1.3185","1.3085","0.31%"
"Nov 07, 2018","1.3112","1.3122","1.3160","1.3054","-0.09%"
"Nov 06, 2018","1.3124","1.3111","1.3146","1.3100","0.11%"
"Nov 05, 2018","1.3110","1.3105","1.3117","1.3069","0.07%"
"Nov 04, 2018","1.3101","1.3089","1.3105","1.3089","-0.06%"
"Nov 02, 2018","1.3109","1.3084","1.3120","1.3046","0.17%"
"Nov 01, 2018","1.3087","1.3155","1.3170","1.3064","-0.52%"
"Oct 31, 2018","1.3155","1.3108","1.3173","1.3104","0.37%"
"Oct 30, 2018","1.3107","1.3133","1.3149","1.3098","-0.21%"
"Oct 29, 2018","1.3135","1.3108","1.3151","1.3079","0.28%"
"Oct 28, 2018","1.3098","1.3094","1.3100","1.3090","-0.07%"
"Oct 26, 2018","1.3107","1.3072","1.3160","1.3066","0.28%"
"Oct 25, 2018","1.3071","1.3057","1.3100","1.3012","0.13%"
"Oct 24, 2018","1.3054","1.3086","1.3102","1.2967","-0.23%"
"Oct 23, 2018","1.3084","1.3100","1.3121","1.3071","-0.13%"
"Oct 22, 2018","1.3101","1.3096","1.3128","1.3077","-0.02%"
"Oct 21, 2018","1.3104","1.3095","1.3110","1.3095","0.04%"
"Oct 19, 2018","1.3099","1.3083","1.3134","1.3025","0.10%"
"Oct 18, 2018","1.3086","1.3016","1.3088","1.3015","0.52%"
"Oct 17, 2018","1.3018","1.2934","1.3028","1.2930","0.65%"
"Oct 16, 2018","1.2934","1.2991","1.3000","1.2914","-0.45%"
"Oct 15, 2018","1.2992","1.3022","1.3052","1.2952","-0.25%"
"Oct 14, 2018","1.3024","1.3020","1.3030","1.3018","0.02%"
"Oct 12, 2018","1.3022","1.3032","1.3053","1.2998","-0.05%"
"Oct 11, 2018","1.3029","1.3068","1.3073","1.3012","-0.30%"
"Oct 10, 2018","1.3068","1.2946","1.3071","1.2924","0.93%"
"Oct 09, 2018","1.2947","1.2965","1.3005","1.2934","-0.15%"
"Oct 08, 2018","1.2966","1.2943","1.3013","1.2936","0.14%"
"Oct 07, 2018","1.2948","1.2946","1.2954","1.2938","0.09%"
"Oct 05, 2018","1.2937","1.2923","1.2956","1.2892","0.09%"
"Oct 04, 2018","1.2925","1.2868","1.2939","1.2855","0.44%"
"Oct 03, 2018","1.2869","1.2823","1.2885","1.2805","0.36%"
"Oct 02, 2018","1.2823","1.2813","1.2841","1.2796","0.09%"
"Oct 01, 2018","1.2812","1.2902","1.2902","1.2780","-0.19%"
"Sep 30, 2018","1.2837","1.2853","1.2883","1.2837","-0.53%"
"Sep 28, 2018","1.2906","1.3042","1.3051","1.2903","-1.04%"
"Sep 27, 2018","1.3042","1.3020","1.3083","1.3012","0.18%"
"Sep 26, 2018","1.3019","1.2953","1.3027","1.2941","0.51%"
"Sep 25, 2018","1.2953","1.2957","1.2974","1.2933","-0.02%"
"Sep 24, 2018","1.2956","1.2913","1.2957","1.2906","0.32%"
"Sep 23, 2018","1.2915","1.2929","1.2929","1.2915","0.00%"
"Sep 21, 2018","1.2915","1.2903","1.2945","1.2884","0.09%"
"Sep 20, 2018","1.2903","1.2916","1.2934","1.2882","-0.09%"
"Sep 19, 2018","1.2915","1.2975","1.3003","1.2899","-0.45%"
"Sep 18, 2018","1.2974","1.3043","1.3066","1.2969","-0.54%"
"Sep 17, 2018","1.3044","1.3036","1.3050","1.2999","0.00%"
"Sep 16, 2018","1.3044","1.3037","1.3046","1.3034","0.08%"
"Sep 14, 2018","1.3033","1.2997","1.3056","1.2981","0.27%"
"Sep 13, 2018","1.2998","1.2997","1.3027","1.2973","0.01%"
"Sep 12, 2018","1.2997","1.3067","1.3080","1.2978","-0.54%"
"Sep 11, 2018","1.3067","1.3164","1.3176","1.3040","-0.74%"
"Sep 10, 2018","1.3164","1.3172","1.3199","1.3149","-0.06%"
"Sep 09, 2018","1.3172","1.3168","1.3176","1.3165","0.12%"
"Sep 07, 2018","1.3156","1.3142","1.3192","1.3108","0.12%"
"Sep 06, 2018","1.3140","1.3175","1.3228","1.3126","-0.27%"
"Sep 05, 2018","1.3175","1.3188","1.3208","1.3157","-0.10%"
"Sep 04, 2018","1.3188","1.3092","1.3209","1.3087","0.73%"
"Sep 03, 2018","1.3092","1.3039","1.3104","1.3039","0.21%"
"Sep 02, 2018","1.3064","1.3077","1.3078","1.3054","0.19%"
"Aug 31, 2018","1.3039","1.2983","1.3090","1.2971","0.45%"
"Aug 30, 2018","1.2981","1.2906","1.3001","1.2900","0.60%"
"Aug 29, 2018","1.2904","1.2931","1.2964","1.2899","-0.21%"
"Aug 28, 2018","1.2931","1.2970","1.2984","1.2886","-0.26%"
"Aug 27, 2018","1.2965","1.3028","1.3069","1.2951","-0.35%"
"Aug 26, 2018","1.3010","1.3019","1.3023","1.3009","-0.15%"
"Aug 24, 2018","1.3029","1.3081","1.3105","1.3008","-0.41%"
"Aug 23, 2018","1.3082","1.3000","1.3101","1.2990","0.65%"
"Aug 22, 2018","1.2997","1.3034","1.3047","1.2984","-0.30%"
"Aug 21, 2018","1.3036","1.3047","1.3059","1.3010","-0.08%"
"Aug 20, 2018","1.3047","1.3061","1.3094","1.3037","-0.10%"
"Aug 19, 2018","1.3060","1.3063","1.3063","1.3054","0.00%"
"Aug 17, 2018","1.3060","1.3155","1.3170","1.3049","-0.71%"
"Aug 16, 2018","1.3153","1.3139","1.3175","1.3111","0.08%"
"Aug 15, 2018","1.3142","1.3056","1.3176","1.3047","0.66%"
"Aug 14, 2018","1.3056","1.3134","1.3138","1.3053","-0.59%"
"Aug 13, 2018","1.3134","1.3149","1.3176","1.3100","-0.12%"
"Aug 12, 2018","1.3150","1.3161","1.3168","1.3137","0.04%"
"Aug 10, 2018","1.3145","1.3051","1.3155","1.3040","0.73%"
"Aug 09, 2018","1.3050","1.3021","1.3065","1.2997","0.21%"
"Aug 08, 2018","1.3023","1.3053","1.3121","1.3004","-0.23%"
"Aug 07, 2018","1.3053","1.3005","1.3077","1.2960","0.38%"
"Aug 06, 2018","1.3004","1.2991","1.3041","1.2987","-0.08%"
"Aug 05, 2018","1.3014","1.2995","1.3020","1.2991","0.18%"
"Aug 03, 2018","1.2990","1.3023","1.3040","1.2966","-0.25%"
"Aug 02, 2018","1.3023","1.3003","1.3041","1.2990","0.14%"
"Aug 01, 2018","1.3005","1.3005","1.3034","1.2973","-0.02%"
"Jul 31, 2018","1.3007","1.3035","1.3097","1.2983","-0.22%"
"Jul 30, 2018","1.3036","1.3054","1.3081","1.2992","-0.22%"
"Jul 29, 2018","1.3065","1.3053","1.3065","1.3052","0.09%"
"Jul 27, 2018","1.3053","1.3072","1.3081","1.3040","-0.16%"
"Jul 26, 2018","1.3074","1.3044","1.3095","1.3023","0.21%"
"Jul 25, 2018","1.3046","1.3154","1.3167","1.3022","-0.82%"
"Jul 24, 2018","1.3154","1.3172","1.3192","1.3134","-0.14%"
"Jul 23, 2018","1.3173","1.3139","1.3182","1.3114","0.40%"
"Jul 22, 2018","1.3120","1.3133","1.3142","1.3117","-0.23%"
"Jul 20, 2018","1.3150","1.3275","1.3292","1.3113","-0.90%"
"Jul 19, 2018","1.3270","1.3168","1.3291","1.3157","0.75%"
"Jul 18, 2018","1.3171","1.3190","1.3261","1.3159","-0.14%"
"Jul 17, 2018","1.3190","1.3139","1.3220","1.3108","0.42%"
"Jul 16, 2018","1.3135","1.3162","1.3164","1.3107","-0.17%"
"Jul 15, 2018","1.3157","1.3162","1.3164","1.3154","-0.03%"
"Jul 13, 2018","1.3161","1.3155","1.3210","1.3147","0.05%"
"Jul 12, 2018","1.3154","1.3207","1.3220","1.3148","-0.39%"
"Jul 11, 2018","1.3206","1.3112","1.3216","1.3063","0.72%"
"Jul 10, 2018","1.3111","1.3105","1.3147","1.3098","0.01%"
"Jul 09, 2018","1.3110","1.3094","1.3124","1.3064","0.11%"
"Jul 08, 2018","1.3096","1.3091","1.3100","1.3088","0.11%"
"Jul 06, 2018","1.3082","1.3135","1.3152","1.3074","-0.39%"
"Jul 05, 2018","1.3133","1.3144","1.3161","1.3112","-0.08%"
"Jul 04, 2018","1.3143","1.3138","1.3166","1.3111","0.03%"
"Jul 03, 2018","1.3139","1.3186","1.3209","1.3129","-0.36%"
"Jul 02, 2018","1.3186","1.3141","1.3226","1.3139","0.29%"
"Jul 01, 2018","1.3148","1.3152","1.3161","1.3140","0.12%"
"Jun 29, 2018","1.3132","1.3249","1.3271","1.3128","-0.86%"
"Jun 28, 2018","1.3246","1.3342","1.3353","1.3239","-0.70%"
"Jun 27, 2018","1.3339","1.3306","1.3387","1.3275","0.22%"
"Jun 26, 2018","1.3310","1.3296","1.3332","1.3278","0.11%"
"Jun 25, 2018","1.3295","1.3277","1.3327","1.3267","0.12%"
"Jun 24, 2018","1.3279","1.3275","1.3281","1.3268","0.05%"
"Jun 22, 2018","1.3272","1.3315","1.3382","1.3258","-0.32%"